,text,label
1983,തലയിൽ എന്തേലും ഉള്ളവർ ഇപ്പോൾ സഖവ്‌ എന്ന് പറഞ്ഞ് നടക്കില്ല നിലവാരം ഇല്ലാത്ത no1 പാർട്ടി ഇതിനും വില ബിജെപിക്ക് ഉണ്ട് 🙏🙏🙏,original
2090,6 മിനുട്ട് ഇച്ചിരി കൂടി പോയി keto,original
1402,ഓമിക്രോണിന് ഇതിലും നല്ല വരവേൽപ് ഒരു നാട്ടിലും കിട്ടൂല,original
3216,അമേരിക്കയുടെ മരുന്ന് വില്പന സംശയമാണ് പൂർണമായും വിശ്വസിക്കാൻ വയ്യ പടച്ചവൻ കാക്കട്ടെ എല്ലാവരെയും നമുക്ക് പ്രാർത്ഥിക്കാം,Fake
545,ഷാജഹാൻ വിഢിയാണോ? വൈറസ് അസിഡിക് ആണു. വൈറസ് ന്റെ ലിപിഡ് ഫാറ്റി കവറിങ്ങ് അസിഡിക് ആണു. ആധുനിക വൈദൃശാസ്ത്രത്തിൽ വൈറസ് മരുന്നുകൾ ഉണ്ടു മാരകമാണു. ആയുർവേദത്തിലെ രണ്ടാം കഷായം വൈറസിനെ ലക്ഷൃമാക്കിയണെന്നു ആയു൪വേദക്കാ൪ക്കുമറിയില്ല. വടക്കാഞ്ചേരി പഠിക്കുന്നുണ്ടു. താങ്കളും വല്ലതും പഠിക്കുക. ഡോബിഎ൦ ഹെഗഡേയെ വിമർശിച്ചു നോക്കു. വടക്കഞ്ചേരിയു൦ മോഹനനു൦ ഷാജഹാനും വലിയ പഢിതരല്ല.,Fake
5018,മോഡി  രാജി വെച്ച്  പുറത്ത്  പോയാൽ  തീരുന്ന  പ്രശ്നംശ്നമേ ഉള്ളൂ.,Fake
205,"പാവം പലസ്തീനികളോടും മന്ദ ബുദ്ധികളായ അറബികളോടും ഇറാനികളോടും <br>കളിക്കുന്ന കളി ചൈനക്കാരോട് കളിച്ചാൽ മൊസ്സാദ് വിവരമറിയും, ഏജന്റിന്റെ തല തപ്പി നോക്കിയാൽ കാണില്ല",Fake
3219,"Margam kaliyumakaerunnu, Evanoke oreeoru senseeyullu Nonsense 😂😂",original
4253,ഭ്രാന്ത് എന്നല്ലാതെ എന്താ പറയാ,original
4938,ഒരിക്കലും വിശ്വാസിക്കാൻ പറ്റാത്ത രാജ്യമാണ് ചൈന പിന്നി ട് മനസ്സിലാക്കാം,Fake
2423,ചൈനയുടെ പ്ലാനിങ്ങാണ് .,Fake
5057,തങ്ങളുടെ ജനങ്ങൾക്ക് മേലെ ഒരു രാജ്യവും ഒരു ജൈവ ആയുധം ഉപയോഗിക്കില്ല.ഒരു റിസർച്ചും നടക്കാത്ത ഒരു രാജ്യത്തു നിന്ന് പല ആരോപണങ്ങളും ഉന്നയിക്കാം.,Fake
4073,ഇവർക്ക് എന്തും ആവാം,original
152,തറയിൽ ഇരിക്കുന്നതിനെ വിളിച്ചു തോളത്തെറ്റിവച്ചവരല്ലേ കേരളത്തിലെ ജനങ്ങൾ ഇതൊന്നും കണ്ടില്ലെങ്കിലേ ഉള്ളു അത്ഭുതം 🙏🏻🙏🏻🙏🏻🙏🏻,original
953,Vaxin. Enthu gunamanullath,Fake
4961,കഷ്ടം. എല്ലാം നശിച്ചു,original
4341,ധീരജിന്റെ രക്തം വീണപ്പോ സിപിഎം ആഘോഷം പൊടി പൊടിക്കുന്നു,original
3310,Panaraayiye peedhippicho?? Ayye,original
3141,ഇത്രയും വിവരംകെട്ടവർ ഇ പാർട്ടിയിൽ ഉണ്ടല്ലോ,original
4311,പൊളിച്ചു മുത്തേ,original
3975,Ijjaadhi dharidhryam,original
3896,ആശാന് അടുപ്പിലും തൂറാമെങ്കിൽ..,original
675,Support ❤️❤️❤️,Fake
2496,ഏകദേശം പാർട്ടി പരിപാടികളൊക്കെ കഴിഞ്ഞു. പാർട്ടിയേ കൊറോണക്ക് പേടിയാണ്. പേടിയില്ലാത്ത റമദാനിനെ പേടിപ്പിക്കാൻ ലോക്ക്ഡൌൺ ഉണ്ടായിരിക്കുന്നതാണ്. റമദാൻ ലോക് ഡൗണ്...,original
840,രാഷ്ട്രിയ അല്പത്തരം,original
231,Nice to hear from the people behind the scenes!! 👌👌,Fake
918,"രണ്ടാംലോക മഹായുധത്തിന് ശേഷം ലോകക്രമം മറിമറിഞ്ഞതിന് സമാനമായ അവസ്‌ഥയാണ് രൂപപ്പെട്ടിരിക്കുന്നത്....ബ്രിട്ടനായിരുന്നു ഒരു കാലത്ത് ലോകപോലീസ്...യുദ്ധത്തിന് ശേഷം അത് അമേരിക്കയായി..ഇനി,,,??????",Fake
3432,ഇത്തവണ ഇവറ്റോളെ ജയിപ്പിച്ച വിപ്ലവസിംഗങ്ങള്‍ക്ക് അഭിവാദ്യങ്ങള്‍..നന്നായേയുള്ളു.മലയാളി ചെറ്റകള്‍ പാഠം പഠീക്കണം.,original
4390,സ്വന്തം കാര്യം സിന്ദാബാദ് .,original
1023,E samsarikunnavaru vacsinated ahnoo???? Athu ithil paraunnillallo!!!!!,Fake
1328,എല്ലാ ജില്ലകാളിലെ സിപിഎം സമ്മേളനം കഴിയുന്ന വരെ കാത്തു നിക്കുക അതു കഴിഞ്ഞാൽ ഉടൻ look ഡൌൺ ഉണ്ടാവുന്നതാണ് 😀😀😀,original
4154,Ammavanu aduppilum aakallooo....eniyum ee drohikale jayippichu vidu..nadu mudippikkan vendiii,original
3847,എല്ലാവരെയും പിടിച്ചു വലിയ ഒരു ഹാളിൽ പൂട്ടി യിടണം ചാവട്ട്,Fake
3533,ഇതുപോലത്തെ ആചാരം വേറെയും ഉണ്ടൊ ആവോ,original
32,കൂടുതൽ ആളുകൾ കാണുന്ന ചാനലാണ് മനോരമ എന്നല്ലേ നിങ്ങൾ പറയുക അത് പൊലേ തെന്നേയാണ് വാക്സിൻ നല്ല സാധനം 100. ശതമാനം വിശ്വസ്ത o എന്നേ അവരും പറയൂ,Fake
1060,റഷ്യയിൽ കൊറോണ വൈറസ് ഉണ്ട് അവിടെ ആൾക്കാർ പുറത് ഇറങ്ങാറുണ്ട്,Fake
603,കാരണ ഭൂതം.... 🤪🤪🤪🤪,original
3155,Ithu kanichadhu pokrithanam aanu,Fake
4241,നാട്ടുകാരെ ഓടിവരണെ പ്രവാസികൾ കൊറോണ പരത്തുന്നേ<br><br>നാട്ടുകാരെ ഓടിവരണെ പ്രവാസികൾ കൊറോണ പരത്തുന്നേ<br><br>നാട്ടുകാരെ ഓടിവരണെ പ്രവാസികൾ കൊറോണ പരത്തുന്നേ,original
2238,മുഴു വട്ടു 😊😊😊,original
3615,ഇത്രയും വലിയൊരു ദുരന്തം കേരളം ഇതിനു മുന്നേ കണ്ടിട്ടില്ല കേരളമേ അനുഭവിക്കൂ അനുഭവിക്കൂ,original
769,ഇവരുടെ വെല്ലുവിളി സ്വികരിക്കാൻ ഏല്ലാം തികഞ്ഞ അഞ്ചര കൊല്ലക്കാർ തയ്യാറാവാത്തത് ഏന്താണ്?,Fake
3721,തിട്ടം 💩💩💩 തീട്ടം 💩💩💩  തീട്ടം 💩💩💩  റിപ്പീറ്റ്  myr 😂🤣🤣,original
2272,നായ്ക്കൾ,Fake
3328,Ipppu manasilayo pothey iniyum kittum kanam RSS or BJP ban ellarum marikkattey enn orthkanum mothiji,Fake
2141,Maranathinte vyaparikal narikal,original
1423,"Parassala.. എന്ന് പറയുന്നുണ്ട്, but  തിരുവാതിരക്കളി നടന്നത് ചെരുവാരക്കോണം എന്നാ സ്ഥലത്താണ് , cheruvarakkonam..  Parassala നിന്ന് 2km അപ്പുറം ആണ്",original
4958,ഇതും നമ്മൾ അതിജീവിക്കും. കുടിയേറ്റ കർഷനായ എൻെറ വല്യപ്പൻ വസൂരി പടർന്നു പിടിച്ച കഥ പറയുമായിരുന്നു. അതു പോലൊന്ന് ഞാനും അഭിമുഖീകരിക്കും എന്ന് ഒരിക്കലും വിചാരിച്ചതേയില്ല. 🙂,Fake
3531,ചുവപ്പ് ബ്ലൗസ് ചുവപ്പ് മുണ്ട് കര നിർബന്ധ!!,original
164,നിങ്ങളാണ് പുലി അവതാരകൻ,original
4243,കോമാളികളുടെ കൂത്താട്ടം 🤣😂,original
1467,പ്രവാസികൾ ക്വാറന്റൈൻ കിടക്കണം പുറത്തു എല്ലാർക്കും കോവിഡ് ആണ്. അവർക്ക് വരാതിരിക്കട്ടെ എന്ന് വച്ചാണ്.,original
1097,പേടിക്കണ്ട ഞമ്മൻ്റ കിത്താബിൽ ഇതിന് മരുന്നുണ്ട്.,Fake
1406,"Hi, ഇതു ചൈന and അമേരിക്ക കൂടി നടത്തിയ ഗൂഢാലോചന ആണ്. പുറകോട്ടു പോവുക. 1820, 1920, ഇപ്പോൾ 2020 ഈ വർഷങ്ങളിൽ ആണ് ഓരോ പുതിയ വൈറസ് വന്നിട്ടുള്ളത്. മുഖ്യ കാരണം പോപുലേഷൻ kurakuka, ഇറ്റലിക്കു കിട്ടാൻ കാരണം ചൈനയുടെ ക്യാപിലിസം കൂടുതൽ ഷെയർ യൂറോപ്പ് കരുടേതാണ്. അതിൽ ഇറ്റലികാരുടേതാണ് കൂടുതലും. ഈ covid 19 വന്നതോടെ എല്ലാ യൂറോപ്പ്  അവരുടെ ഷെയർ വലിയ നഷ്ടത്തിൽ പിൻവലിച്ചു. അതു ചൈനക്ക് വലിയ ലാഭം ഉണർന്നു.... മനഃപൂർവം നടത്തിയ പ്ലാൻ. മനുഷ്യത്വം കാണിക്കാതെ ചതിച്ച ചതിയാണ് ബ്ലഡി ചൈന. I hate ചൈന ഭരണാധികാരികൾ fucking ബ്ലഡി..... etc....",Fake
425,Vivaram ketta jandhukalluuu.<br>Ivanayokkae vote koduthu thalapathu iruthiyal ithm ithintae  apparthae nadakum.ipm thiruvathira kandilael Ivanokae pinaeeee.........,original
1884,കമ്മീഷൻ വാങ്ങിയെടുത്തിട്ടു വാങ്ങി എടുത്തിട്ടു വാക്സിന് അനുകൂലമായി കൊട്ടിഘോഷിച്ചു.കുഴ ഞ്ഞുവീണു മരണങ്ങൾ കൂടിയില്ലേ. ഇനി മാമാ മാധ്യമങ്ങൾ താമസിയാതെ ഇതിനെതിരായി തിരിയും.കാരണം മാധ്യമ buisines ന് ആളു വേണ്ടേ.താമസിച്ചുപോയി.അയ്യോ കഷ്ടം.ഭൂരിഭാഗം പേരും മരണത്തിലേക്കുള്ള certtificat കരസ്ഥമാക്കി യില്ലേ...😭,Fake
